week,staff_id,staff_name,role,service,present
27,STF-a4c9b3f0,Jeffrey Chavez,nurse,emergency,1
3,STF-7dfe6d32,Gina Moore,nurse,emergency,1
26,STF-03fbeddc,Tricia Valencia,nurse,emergency,1
13,STF-e2bbe735,John Daniel,doctor,general_medicine,1
11,STF-2b4ea9d4,Christine Wright,nurse,ICU,1
39,STF-61961d5b,Christine Wright,nurse,ICU,1
37,STF-b00ed3e2,Kenneth Scott,nurse,ICU,1
16,STF-064febb6,Ethan Adams,nurse,emergency,0
3,STF-61a51c45,Steve Sanchez,doctor,general_medicine,1
7,STF-9b87fb95,Jeffrey Chavez,nurse,surgery,0
44,STF-84efb3e5,Aimee Montoya,nursing_assistant,surgery,0
30,STF-dc6ad834,Jordan Henderson,nurse,general_medicine,0
24,STF-44cbfc17,Amy Silva,nurse,general_medicine,1
13,STF-e8857831,Victoria Garcia,doctor,general_medicine,1
17,STF-5401ad3a,John Whitehead,nurse,ICU,0
8,STF-403052c0,Daniel Wagner,nurse,emergency,1
20,STF-839e61f9,Paula Moreno,nurse,emergency,0
33,STF-a373df11,Dylan Miller,doctor,surgery,0
10,STF-8a4df0f8,Rebecca Henderson,nurse,emergency,1
8,STF-b77cdc60,Allison Hill,doctor,emergency,1
37,STF-d3c13ca9,Jamie Arnold,doctor,emergency,0
49,STF-c8ef6bb9,Brittany Farmer,doctor,surgery,1
5,STF-038ff4c9,Zachary Ferrell,nursing_assistant,surgery,0
28,STF-ea97e797,Richard Henson,nurse,ICU,1
51,STF-f37035ac,Dylan Miller,nurse,emergency,0
22,STF-e573be71,Crystal Johnson,nurse,general_medicine,0
35,STF-1bc3ecc7,Eric Carney,nurse,general_medicine,0
23,STF-6a7114cb,April Frost,nurse,ICU,1
2,STF-63b9ca1d,Michael Lewis,nurse,general_medicine,1
42,STF-55594f66,Richard Aguirre,nurse,emergency,0
30,STF-836e90d0,Garrett Lin,doctor,ICU,1
34,STF-9fdbaf6f,Mark Perez,nursing_assistant,emergency,1
11,STF-611ad324,Mark Perez,nurse,general_medicine,0
9,STF-651ff617,Amber Kidd,doctor,ICU,0
52,STF-d962d308,Sharon Cochran,nurse,ICU,1
8,STF-4e69ee46,Monica Herrera,nurse,emergency,1
38,STF-2dfd271e,Whitney Peters,nursing_assistant,emergency,1
40,STF-8325689b,Dylan Miller,nurse,emergency,1
1,STF-4b388ef9,Anthony Humphrey,doctor,surgery,0
7,STF-d962d308,Sharon Cherry,nursing_assistant,general_medicine,1
38,STF-63b9ca1d,Mark Perez,doctor,general_medicine,0
41,STF-8325689b,Brian Ramirez,nursing_assistant,emergency,0
15,STF-8a4df0f8,Justin Baker,doctor,surgery,0
38,STF-55594f66,Timothy Duncan,doctor,general_medicine,1
22,STF-d1d59a8b,Tricia Valencia,nurse,emergency,1
50,STF-c696ae9c,Cristian Santos,nurse,emergency,1
26,STF-8a4df0f8,Margaret Hawkins DDS,nurse,emergency,1
9,STF-2c8eaa98,Lisa Jackson,nurse,emergency,1
51,STF-8b6412dc,Sarah Moore,nursing_assistant,emergency,1
22,STF-935c51f3,Aimee Montoya,nurse,emergency,1
36,STF-a4c9b3f0,Cassandra Gaines,nurse,general_medicine,1
14,STF-8a42f5e7,Paul Jones,nursing_assistant,ICU,1
49,STF-103c818c,Zachary Hicks,doctor,surgery,1
10,STF-2e0dd6e9,Noah Rhodes,nursing_assistant,emergency,0
13,STF-ea97e797,Christine Wright,nurse,ICU,1
49,STF-5e560b99,Noah Rhodes,nurse,emergency,0
15,STF-d3c13ca9,Jamie Arnold,nurse,emergency,1
9,STF-a1420039,Jessica Callahan,nursing_assistant,surgery,1
34,STF-23a8d4c5,Margaret Hawkins DDS,nurse,surgery,0
22,STF-e983db1d,Kenneth Scott,nurse,ICU,1
49,STF-2c8eaa98,Holly Wood,nurse,emergency,1
42,STF-da4920fd,Tommy Walter,nurse,emergency,1
36,STF-ddd99f9e,Ashley Waller,nursing_assistant,ICU,1
2,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
50,STF-839e61f9,Tricia Valencia,doctor,general_medicine,0
47,STF-8d812ffa,Brian Rodriguez,nursing_assistant,general_medicine,1
10,STF-b00ed3e2,Kenneth Scott,nursing_assistant,ICU,1
47,STF-44cbfc17,Kelly Donovan,nursing_assistant,general_medicine,0
42,STF-bfc199cf,Shannon Jones,nurse,general_medicine,1
38,STF-e573be71,Shannon Walker,nursing_assistant,ICU,0
51,STF-997af03e,Sharon Cherry,nurse,ICU,1
30,STF-197d1927,Shirley Suarez,nursing_assistant,general_medicine,1
40,STF-ed194945,Brent Jordan,nurse,emergency,1
8,STF-5157d809,James Brown,nurse,surgery,1
38,STF-1bc3ecc7,Eric Carney,nurse,surgery,1
9,STF-a373df11,Gabrielle Davis,doctor,surgery,0
19,STF-651ff617,John Daniel,nursing_assistant,general_medicine,1
48,STF-40a56cae,Christina Walters,doctor,ICU,1
47,STF-e72deb85,Lisa Archer,doctor,ICU,1
51,STF-fc210a9e,Mark Perez,nurse,surgery,0
39,STF-2dcdd6fb,Fred Smith,nursing_assistant,emergency,1
42,STF-2122e2a0,John Whitehead,nurse,general_medicine,1
25,STF-63bcaa58,Denise Jacobs,doctor,ICU,0
7,STF-ac9813b7,Dylan Miller,nurse,emergency,1
37,STF-2a9c9bdb,Eric Carney,nurse,surgery,1
50,STF-53629610,Jessica Holmes,nurse,general_medicine,1
48,STF-b00ed3e2,Kenneth Scott,nursing_assistant,ICU,1
11,STF-63bcaa58,Mike Allen,nursing_assistant,surgery,1
44,STF-188cd855,Evelyn Galvan,nursing_assistant,general_medicine,0
19,STF-8d812ffa,Matthew Mcmillan,nurse,general_medicine,0
29,STF-44cbfc17,Amy Silva,doctor,general_medicine,0
16,STF-9da1bed5,Helen Jones,nurse,ICU,1
30,STF-abfdc900,Crystal Johnson,nurse,ICU,1
34,STF-103c818c,Justin Baker,nurse,emergency,1
5,STF-103c818c,Anthony Rodriguez,nurse,emergency,1
29,STF-f398593d,Debra Davidson,nurse,surgery,0
34,STF-dfe95bc8,Mark Perez,doctor,ICU,0
15,STF-c8ef6bb9,Tricia Valencia,doctor,emergency,0
51,STF-1c410c36,Shane Henderson,nurse,emergency,1
46,STF-dc6ad834,Carol Tucker,nurse,ICU,1
43,STF-e2bbe735,Jessica Callahan,doctor,surgery,1
29,STF-da4920fd,Justin Baker,doctor,general_medicine,1
52,STF-322e1cde,James Brown,nurse,general_medicine,0
15,STF-cf9225db,Diana May,nurse,ICU,0
31,STF-6c29c37d,Jordan Henderson,nurse,surgery,1
52,STF-2c8eaa98,Lisa Jackson,nurse,surgery,1
38,STF-f398593d,Debra Davidson,nursing_assistant,general_medicine,1
48,STF-188cd855,Rebecca Valencia,nurse,surgery,1
22,STF-4e69ee46,Monica Herrera,nurse,emergency,0
29,STF-15db5d87,Sharon Cochran,nurse,ICU,0
45,STF-bfc199cf,Shannon Jones,doctor,surgery,1
43,STF-e0c7759c,Brittney Phillips,nursing_assistant,general_medicine,0
37,STF-ec102fe1,William Baker,nurse,ICU,1
35,STF-63b9ca1d,Timothy Duncan,nurse,general_medicine,0
2,STF-2dcdd6fb,Cassandra Gaines,nurse,emergency,0
17,STF-b0bc8d3f,Holly Wood,doctor,surgery,0
49,STF-372284b1,Philip Cannon,nurse,general_medicine,0
47,STF-0f188974,Lisa Barnes,doctor,general_medicine,0
34,STF-25d79742,Fred Smith,nursing_assistant,surgery,0
31,STF-fc210a9e,Angelica Tucker,nurse,emergency,1
17,STF-b00ed3e2,Kenneth Scott,nurse,ICU,1
27,STF-68c8a79d,Fred Smith,nurse,surgery,1
34,STF-ec102fe1,Jordan Henderson,nurse,ICU,0
5,STF-302eb752,Erin Edwards,nursing_assistant,ICU,0
16,STF-40a56cae,Brian Rodriguez,nurse,general_medicine,1
51,STF-052894a3,Sharon Cochran,nurse,ICU,1
43,STF-fc210a9e,Angelica Tucker,nurse,general_medicine,1
50,STF-5e560b99,Noah Rhodes,doctor,emergency,1
7,STF-2a9c9bdb,Shannon Jones,doctor,general_medicine,1
16,STF-5401ad3a,Cameron Parker,nurse,general_medicine,0
49,STF-206b10dc,Sherri Baker,doctor,surgery,1
46,STF-550b832f,Justin Baker,nurse,surgery,1
24,STF-727e4277,Richard Aguirre,nurse,emergency,0
44,STF-dfe95bc8,John Daniel,nurse,general_medicine,1
44,STF-103c818c,Anthony Rodriguez,nurse,surgery,1
49,STF-b77cdc60,Allison Hill,nurse,emergency,1
26,STF-25d79742,Paula Moreno,nurse,surgery,0
47,STF-2e0dd6e9,Angie Henderson,doctor,emergency,1
12,STF-dc6ad834,Megan Young,nursing_assistant,surgery,0
9,STF-e983db1d,April Frost,nursing_assistant,ICU,0
36,STF-ed194945,Jessica Callahan,doctor,general_medicine,0
2,STF-05591498,Ashley Waller,nursing_assistant,ICU,1
12,STF-651ff617,Michael Lewis,nurse,surgery,1
35,STF-ed194945,Victoria Garcia,doctor,general_medicine,1
15,STF-e983db1d,April Frost,nurse,ICU,1
46,STF-551ccae1,Paul Jones,doctor,ICU,1
19,STF-2b4ea9d4,Sandra Aguilar,nurse,ICU,0
26,STF-97ee23c3,Garrett Lin,nurse,general_medicine,0
24,STF-8c3d09d0,Sarah Moore,nurse,general_medicine,1
20,STF-59afa180,Donald Wright,nurse,ICU,1
37,STF-3a9a90fd,Margaret Hawkins DDS,doctor,emergency,1
13,STF-ea97e797,Christine Wright,nurse,ICU,1
38,STF-cf9225db,Crystal Johnson,nursing_assistant,ICU,1
4,STF-f5164783,Shirley Suarez,nurse,general_medicine,1
17,STF-e983db1d,April Frost,nurse,ICU,0
51,STF-98fd6aad,Christina Walters,nurse,general_medicine,1
26,STF-bfc199cf,Danny Morgan,doctor,emergency,1
4,STF-038ff4c9,Amy Silva,nurse,ICU,1
33,STF-40a56cae,Matthew Mcmillan,nursing_assistant,ICU,1
36,STF-40a56cae,Aimee Montoya,nurse,surgery,1
6,STF-2122e2a0,Cameron Parker,nursing_assistant,surgery,0
19,STF-7510a5e3,Christine Wright,nursing_assistant,surgery,1
24,STF-c8ef6bb9,Anthony Rodriguez,nurse,emergency,0
48,STF-2dfd271e,Whitney Peters,nurse,emergency,1
47,STF-038ff4c9,Daniel Baker,nurse,general_medicine,0
15,STF-8a4df0f8,Anthony Rodriguez,nurse,emergency,1
30,STF-61961d5b,Rebecca Valencia,nurse,surgery,1
8,STF-95cd7529,Justin Baker,doctor,emergency,0
52,STF-d114bde8,Gina Moore,doctor,emergency,0
16,STF-1c410c36,Joshua Blair,nursing_assistant,surgery,0
39,STF-95cd7529,Patty Perez,nurse,emergency,1
36,STF-2dfd271e,Megan Young,nurse,general_medicine,0
42,STF-36140a6a,Lisa Jackson,nurse,emergency,1
44,STF-2a9c9bdb,Danny Morgan,nurse,general_medicine,1
21,STF-4e69ee46,Michele Williams,nurse,emergency,1
35,STF-c696ae9c,Daniel Wagner,nursing_assistant,emergency,0
11,STF-c696ae9c,Cristian Santos,doctor,emergency,1
22,STF-40a56cae,Daniel Baker,doctor,general_medicine,0
27,STF-8c3d09d0,Michael Evans,nurse,general_medicine,0
20,STF-3a9a90fd,Derek Zuniga,nursing_assistant,emergency,1
27,STF-abfdc900,Diana May,nursing_assistant,ICU,1
14,STF-a1420039,William Baker,nurse,surgery,1
10,STF-4740993e,Larry Dixon,nursing_assistant,ICU,1
45,STF-cf9225db,Crystal Johnson,nursing_assistant,ICU,1
16,STF-5157d809,Tracy House,nursing_assistant,surgery,1
24,STF-ec102fe1,William Baker,nurse,surgery,1
49,STF-ada6b167,Nathan Maldonado,nurse,emergency,1
4,STF-ada6b167,Cassandra Gaines,doctor,general_medicine,1
39,STF-b00ed3e2,Jeffrey Chandler,nursing_assistant,ICU,0
1,STF-839e61f9,Jeffrey Chavez,doctor,emergency,1
11,STF-abfdc900,Diana May,nursing_assistant,ICU,1
49,STF-abfdc900,Shannon Walker,nursing_assistant,ICU,1
19,STF-9da1bed5,April Frost,nurse,ICU,1
10,STF-1bc3ecc7,Danny Morgan,doctor,surgery,0
6,STF-f37c5b51,Mark Perez,nurse,surgery,1
31,STF-15db5d87,Marc Moore,doctor,ICU,1
20,STF-ada6b167,Cassandra Gaines,nurse,emergency,0
41,STF-935c51f3,Denise Jacobs,nurse,ICU,1
25,STF-98fd6aad,Christina Walters,nursing_assistant,surgery,1
50,STF-103c818c,Tommy Walter,nurse,emergency,0
20,STF-55594f66,Michael Lewis,nurse,emergency,1
28,STF-4f1df27e,William Baker,doctor,general_medicine,0
25,STF-cf0f00c3,Cameron Parker,nursing_assistant,general_medicine,0
35,STF-7dfe6d32,Connie Lawrence,nurse,emergency,1
45,STF-f5164783,Lisa Barnes,nursing_assistant,general_medicine,1
31,STF-53629610,Danny Morgan,doctor,general_medicine,0
39,STF-abfdc900,Diana May,nursing_assistant,ICU,0
28,STF-d962d308,Sharon Cherry,nursing_assistant,general_medicine,1
21,STF-f398593d,Sherri Baker,nurse,surgery,1
39,STF-052894a3,Richard Rodriguez,nursing_assistant,general_medicine,1
38,STF-da4920fd,Carla Gray,nurse,general_medicine,1
48,STF-2122e2a0,Rebecca Valencia,nurse,surgery,0
52,STF-8b6412dc,Jordan Henderson,nursing_assistant,general_medicine,0
19,STF-55594f66,Michael Lewis,nursing_assistant,emergency,0
24,STF-4e69ee46,Brian Ramirez,nurse,emergency,0
40,STF-5e560b99,Angie Henderson,doctor,emergency,1
16,STF-e983db1d,Kenneth Scott,nursing_assistant,ICU,1
41,STF-36140a6a,Dylan Miller,nursing_assistant,emergency,0
43,STF-4b388ef9,John Pierce,nursing_assistant,surgery,0
16,STF-e983db1d,Kenneth Scott,nursing_assistant,ICU,1
25,STF-ec102fe1,Carol Tucker,nurse,emergency,1
52,STF-8d812ffa,Denise Jacobs,nurse,general_medicine,1
3,STF-59afa180,Amber Kidd,nurse,general_medicine,0
2,STF-322e1cde,Carol Tucker,nursing_assistant,general_medicine,0
44,STF-63bcaa58,Denise Jacobs,nurse,general_medicine,0
51,STF-651ff617,Carol Tucker,nurse,ICU,0
31,STF-372284b1,Philip Cannon,nurse,general_medicine,0
51,STF-cf9225db,Richard Rodriguez,doctor,ICU,1
29,STF-8d812ffa,Denise Jacobs,nurse,ICU,1
14,STF-d962d308,Evelyn Galvan,nurse,ICU,1
18,STF-ada6b167,Rebecca Henderson,nurse,surgery,0
10,STF-5401ad3a,Aaron Wise,nursing_assistant,surgery,1
46,STF-9b87fb95,Nathan Maldonado,nurse,emergency,1
7,STF-b13eeb99,Matthew Foster,nurse,surgery,0
27,STF-372284b1,Fred Smith,nurse,emergency,1
44,STF-8a4df0f8,Judy Baker,doctor,emergency,1
40,STF-7dfe6d32,Ryan Munoz,nurse,emergency,1
40,STF-398a99e9,Justin Baker,nurse,surgery,0
23,STF-372284b1,Philip Cannon,nurse,emergency,1
16,STF-98fd6aad,John Whitehead,nursing_assistant,general_medicine,1
17,STF-61961d5b,Sharon Cherry,nursing_assistant,surgery,0
29,STF-a4c9b3f0,Sherry Decker,nursing_assistant,surgery,0
28,STF-2122e2a0,Brian Rodriguez,nurse,general_medicine,0
21,STF-d3c13ca9,Gabrielle Davis,nurse,emergency,0
35,STF-c696ae9c,Cristian Santos,doctor,emergency,1
11,STF-b13eeb99,Anthony Rodriguez,doctor,general_medicine,1
41,STF-ec102fe1,Amber Kidd,nursing_assistant,general_medicine,0
43,STF-206b10dc,Cassandra Gaines,nurse,emergency,0
13,STF-03fbeddc,Debra Davidson,nurse,emergency,1
31,STF-669a95d5,Helen Jones,nursing_assistant,ICU,1
37,STF-064febb6,Zachary Hicks,nursing_assistant,emergency,1
18,STF-8a42f5e7,Lisa Barnes,nursing_assistant,surgery,0
5,STF-206b10dc,John Pierce,nursing_assistant,emergency,1
26,STF-b77cdc60,Allison Hill,nurse,emergency,1
37,STF-5697a657,Deborah Figueroa,nurse,ICU,0
13,STF-8c3d09d0,Daniel Baker,nurse,general_medicine,0
29,STF-a2ef0542,Aaron Wise,nurse,ICU,0
24,STF-f37035ac,Holly Wood,nurse,emergency,1
39,STF-1c410c36,Angelica Tucker,nurse,emergency,0
30,STF-4740993e,William Herrera,nursing_assistant,ICU,1
18,STF-f398593d,Sherri Baker,nurse,emergency,0
29,STF-a2ef0542,Shirley Suarez,nurse,ICU,0
22,STF-61961d5b,Cameron Parker,nurse,ICU,1
4,STF-cf9225db,Crystal Johnson,nursing_assistant,general_medicine,1
33,STF-2a9c9bdb,Mark Perez,nurse,general_medicine,1
33,STF-ac9813b7,Brian Ramirez,doctor,emergency,1
6,STF-2b4ea9d4,Richard Henson,nursing_assistant,general_medicine,0
33,STF-36140a6a,Holly Wood,doctor,emergency,1
19,STF-ea97e797,Richard Henson,nurse,general_medicine,0
39,STF-da4920fd,Patty Perez,nurse,surgery,0
32,STF-ebbeb197,Ryan Munoz,nurse,emergency,0
21,STF-f398593d,Elizabeth Fowler,doctor,surgery,1
27,STF-2122e2a0,Sandra Aguilar,nursing_assistant,surgery,1
36,STF-551ccae1,Steve Sanchez,nurse,general_medicine,0
49,STF-ea97e797,Marc Moore,doctor,ICU,1
6,STF-806b98e6,Derek Zuniga,nursing_assistant,emergency,0
32,STF-2b4ea9d4,Marc Moore,nurse,ICU,1
14,STF-53629610,Mark Perez,nurse,general_medicine,1
23,STF-e2bbe735,Richard Aguirre,doctor,general_medicine,0
50,STF-63bcaa58,Zachary Ferrell,nurse,ICU,0
22,STF-550b832f,Zachary Hicks,nurse,emergency,1
26,STF-b0bc8d3f,Holly Wood,doctor,emergency,0
27,STF-2122e2a0,Jessica Smith,nurse,ICU,0
44,STF-322e1cde,James Brown,nurse,general_medicine,0
43,STF-1511492d,Marc Moore,nursing_assistant,general_medicine,1
47,STF-9b87fb95,Nathan Maldonado,nurse,emergency,1
27,STF-a2ef0542,Brian Rodriguez,nurse,general_medicine,1
6,STF-b13eeb99,Rebecca Henderson,doctor,emergency,1
4,STF-8a4df0f8,Anthony Rodriguez,nursing_assistant,emergency,0
3,STF-f5164783,Paul Jones,nurse,general_medicine,0
45,STF-7dfe6d32,Gabrielle Davis,nurse,emergency,1
11,STF-8a4df0f8,Ethan Adams,nursing_assistant,emergency,0
22,STF-b0bc8d3f,Lisa Jackson,nursing_assistant,surgery,1
18,STF-839e61f9,Philip Cannon,nurse,surgery,1
16,STF-a4c9b3f0,Cassandra Gaines,nurse,surgery,1
47,STF-fc210a9e,Paula Moreno,nurse,surgery,0
5,STF-b0bc8d3f,Dylan Miller,nurse,emergency,0
33,STF-c696ae9c,Cristian Santos,doctor,emergency,1
45,STF-5697a657,Aaron Wise,nurse,ICU,0
38,STF-038ff4c9,Mike Allen,nurse,surgery,0
43,STF-2e0dd6e9,Angie Henderson,nurse,emergency,1
17,STF-8c3d09d0,Zachary Ferrell,nurse,ICU,1
8,STF-997af03e,Cameron Parker,nursing_assistant,general_medicine,1
13,STF-e15cfd51,Lisa Jackson,nurse,emergency,0
47,STF-836e90d0,Diana May,nurse,general_medicine,1
12,STF-8325689b,Brian Ramirez,doctor,emergency,1
48,STF-e573be71,Crystal Johnson,nurse,ICU,1
45,STF-727e4277,Richard Aguirre,nurse,surgery,1
15,STF-3a9a90fd,Patty Perez,nurse,surgery,1
3,STF-8b6412dc,Amber Kidd,nurse,general_medicine,0
46,STF-67d3ac43,Aaron Wise,nursing_assistant,ICU,1
3,STF-ac9813b7,Lisa Hensley,nurse,surgery,1
42,STF-611ad324,Crystal Robinson,nurse,surgery,1
19,STF-ea97e797,Christine Wright,nurse,ICU,1
22,STF-a373df11,Michele Williams,nurse,emergency,1
7,STF-8a4df0f8,Zachary Hicks,doctor,emergency,1
27,STF-67d3ac43,Cameron Parker,nurse,general_medicine,0
29,STF-b77cdc60,Allison Hill,nurse,emergency,1
41,STF-9da1bed5,Michelle Harmon,nursing_assistant,ICU,1
19,STF-d114bde8,Gina Moore,nurse,emergency,1
20,STF-f37035ac,Jamie Arnold,nurse,emergency,1
48,STF-1c410c36,Angelica Tucker,doctor,general_medicine,0
32,STF-d1d59a8b,Stephanie Ross,nurse,surgery,1
40,STF-398a99e9,Tricia Valencia,nurse,emergency,1
17,STF-8a885bae,Jessica Callahan,doctor,general_medicine,0
12,STF-63b9ca1d,Gerald Hensley,nursing_assistant,general_medicine,0
36,STF-23a8d4c5,Patty Perez,nurse,surgery,1
13,STF-4e69ee46,Ryan Munoz,nurse,emergency,1
38,STF-8b6412dc,Lisa Barnes,nurse,general_medicine,0
45,STF-4e69ee46,Jamie Arnold,doctor,emergency,1
26,STF-95cd7529,Tommy Walter,nurse,emergency,0
31,STF-997af03e,John Whitehead,nursing_assistant,ICU,1
31,STF-372284b1,Joshua Blair,nursing_assistant,emergency,0
49,STF-c8ef6bb9,Fred Smith,nurse,surgery,1
37,STF-052894a3,Sharon Cochran,nursing_assistant,ICU,0
12,STF-727e4277,Brent Jordan,nurse,surgery,0
31,STF-322e1cde,Tracy House,nursing_assistant,surgery,0
17,STF-935c51f3,Anna Henderson,nurse,general_medicine,1
21,STF-40a56cae,Christina Walters,nurse,general_medicine,1
39,STF-1bc3ecc7,Joshua Blair,doctor,general_medicine,1
39,STF-a2ef0542,Aimee Montoya,nursing_assistant,general_medicine,0
6,STF-98fd6aad,Deborah Figueroa,nursing_assistant,surgery,1
37,STF-806b98e6,Lisa Jackson,nurse,emergency,0
18,STF-2122e2a0,Denise Jacobs,nursing_assistant,surgery,1
26,STF-c8ef6bb9,Elizabeth Fowler,nurse,emergency,0
50,STF-e983db1d,Kenneth Scott,nursing_assistant,general_medicine,0
14,STF-68c8a79d,Sherry Decker,doctor,general_medicine,1
50,STF-53629610,Jessica Holmes,nurse,emergency,1
36,STF-a1420039,Victoria Garcia,nursing_assistant,surgery,0
35,STF-a1420039,William Baker,nurse,general_medicine,1
40,STF-6a7114cb,Michelle Harmon,nurse,ICU,1
10,STF-25d79742,Sherri Baker,nursing_assistant,emergency,1
11,STF-4f1df27e,Brittney Phillips,nurse,emergency,1
11,STF-3a9a90fd,Carla Gray,nurse,emergency,1
11,STF-4f1df27e,Amy Silva,nursing_assistant,surgery,0
14,STF-8a42f5e7,Daniel Baker,nurse,surgery,1
49,STF-8325689b,Holly Wood,nurse,emergency,0
46,STF-839e61f9,Philip Cannon,doctor,surgery,0
27,STF-53629610,Mark Perez,nurse,surgery,0
40,STF-038ff4c9,Shirley Suarez,nursing_assistant,surgery,1
50,STF-806b98e6,Holly Wood,nurse,emergency,0
18,STF-5e560b99,Noah Rhodes,nursing_assistant,emergency,1
14,STF-dfe95bc8,John Pierce,nurse,emergency,0
3,STF-935c51f3,Christopher Bass,nurse,general_medicine,1
47,STF-53629610,Anthony Humphrey,nurse,surgery,1
9,STF-2dfd271e,Carol Tucker,nursing_assistant,emergency,1
12,STF-cf0f00c3,Stephen Mckee,nurse,ICU,0
7,STF-36140a6a,Margaret Hawkins DDS,nurse,surgery,0
41,STF-1511492d,Sierra Johnson,nurse,ICU,1
47,STF-2dfd271e,Angela Lopez,nurse,ICU,1
22,STF-727e4277,Brent Jordan,nurse,general_medicine,0
50,STF-206b10dc,Philip Cannon,doctor,emergency,1
11,STF-fc210a9e,Philip Cannon,nursing_assistant,emergency,1
30,STF-8d812ffa,Paul Jones,nursing_assistant,surgery,1
11,STF-8a42f5e7,Steve Sanchez,nursing_assistant,general_medicine,0
12,STF-b00ed3e2,Larry Dixon,doctor,ICU,0
11,STF-dc6ad834,Kelly Donovan,nursing_assistant,general_medicine,0
4,STF-e2bbe735,Amber Kidd,nurse,ICU,0
12,STF-8325689b,Dylan Miller,nurse,emergency,0
2,STF-8b6412dc,William Baker,nursing_assistant,emergency,1
10,STF-97ee23c3,Richard Rodriguez,nurse,ICU,1
32,STF-55594f66,Richard Aguirre,nurse,surgery,1
49,STF-bea9d5c9,Connie Lawrence,nurse,emergency,0
39,STF-8c3d09d0,Michael Evans,nurse,ICU,1
16,STF-ed194945,Amber Kidd,nurse,surgery,1
40,STF-d962d308,Marc Moore,nurse,general_medicine,1
9,STF-8c3d09d0,Steve Sanchez,nurse,ICU,0
29,STF-2122e2a0,Cameron Parker,nursing_assistant,surgery,1
41,STF-611ad324,Mark Perez,doctor,surgery,0
4,STF-206b10dc,Paula Moreno,doctor,surgery,1
41,STF-836e90d0,Diana May,nursing_assistant,general_medicine,1
43,STF-61a51c45,Lauren Daniels,nurse,surgery,1
22,STF-197d1927,Aimee Montoya,nurse,ICU,1
21,STF-9045bfe7,Sandra Aguilar,nursing_assistant,ICU,0
27,STF-8a42f5e7,Kelly Donovan,nurse,general_medicine,1
21,STF-935c51f3,Christina Walters,nurse,ICU,1
17,STF-e15cfd51,Dylan Miller,nurse,emergency,1
16,STF-2c8eaa98,Ethan Adams,doctor,emergency,0
39,STF-dfe95bc8,Brent Jordan,nursing_assistant,general_medicine,0
17,STF-038ff4c9,Lisa Barnes,nurse,surgery,1
38,STF-bea9d5c9,Cristian Santos,doctor,emergency,0
13,STF-84efb3e5,Matthew Mcmillan,nurse,ICU,1
43,STF-ec102fe1,Victoria Garcia,nurse,surgery,0
30,STF-6c29c37d,Crystal Robinson,nursing_assistant,emergency,0
26,STF-b77cdc60,Noah Rhodes,doctor,emergency,1
22,STF-836e90d0,Crystal Johnson,nursing_assistant,ICU,0
20,STF-403052c0,Cristian Santos,nurse,emergency,1
21,STF-e983db1d,Larry Dixon,nursing_assistant,ICU,0
51,STF-8a885bae,Angela Lopez,doctor,surgery,1
35,STF-727e4277,Connor West,nursing_assistant,surgery,0
43,STF-322e1cde,Jordan Henderson,nursing_assistant,general_medicine,1
40,STF-4740993e,Ashley Waller,nursing_assistant,general_medicine,0
14,STF-05591498,William Herrera,nurse,general_medicine,1
46,STF-5e560b99,Noah Rhodes,nurse,emergency,1
6,STF-5157d809,Carol Tucker,nurse,general_medicine,0
51,STF-302eb752,Erin Edwards,nursing_assistant,ICU,1
12,STF-ac9813b7,Ryan Munoz,doctor,general_medicine,1
3,STF-61961d5b,Cameron Parker,nursing_assistant,ICU,0
46,STF-e573be71,Diana May,doctor,ICU,0
44,STF-8b6412dc,Tracy House,doctor,ICU,1
16,STF-9045bfe7,Christina Walters,nurse,general_medicine,0
21,STF-403052c0,Daniel Wagner,doctor,surgery,1
45,STF-206b10dc,John Pierce,nurse,general_medicine,1
50,STF-97ee23c3,Crystal Johnson,nurse,general_medicine,1
20,STF-8a42f5e7,Megan Young,nursing_assistant,surgery,1
20,STF-dfe95bc8,Shane Henderson,nurse,emergency,0
9,STF-e72deb85,Lisa Barnes,doctor,ICU,1
27,STF-cf0f00c3,Cameron Parker,nurse,ICU,0
48,STF-e15cfd51,Dylan Miller,nurse,emergency,1
29,STF-d3c13ca9,Gabrielle Davis,doctor,emergency,1
10,STF-23a8d4c5,Matthew Foster,doctor,emergency,1
18,STF-206b10dc,Brittany Farmer,nurse,emergency,0
32,STF-4daae752,Larry Dixon,nurse,ICU,1
46,STF-4e69ee46,Ryan Munoz,nurse,emergency,0
21,STF-727e4277,Connor West,nurse,surgery,1
